"","State","Year","Med.Income","StateAbbr"
"611","Montana","2012","45088","MT"
"612","Montana","2013","44132","MT"
"613","Montana","2013","43201","MT"
"614","Montana","2014","51102","MT"
"615","Montana","2015","51395","MT"
"616","Montana","2016","57075","MT"
"617","Montana","2017","59087","MT"
"618","Montana","2017","57407","MT"
"619","Montana","2018","57679","MT"
"620","Montana","2019","60195","MT"
"621","Montana","2020","56442","MT"
"622","Nebraska","2000","41750","NE"
"623","Nebraska","2001","43611","NE"
"624","Nebraska","2002","42796","NE"
"625","Nebraska","2003","43974","NE"
"626","Nebraska","2004","43786","NE"
"627","Nebraska","2005","47923","NE"
"628","Nebraska","2006","48145","NE"
"629","Nebraska","2007","49174","NE"
"630","Nebraska","2008","50728","NE"
"631","Nebraska","2009","49595","NE"
"632","Nebraska","2010","52504","NE"
"633","Nebraska","2011","55616","NE"
"634","Nebraska","2012","52196","NE"
"635","Nebraska","2013","53774","NE"
"636","Nebraska","2013","57623","NE"
"637","Nebraska","2014","56870","NE"
"638","Nebraska","2015","60474","NE"
"639","Nebraska","2016","59374","NE"
"640","Nebraska","2017","59619","NE"
"641","Nebraska","2017","59583","NE"
"642","Nebraska","2018","67575","NE"
"643","Nebraska","2019","73071","NE"
"644","Nebraska","2020","72024","NE"
"645","Nevada","2000","45758","NV"
"646","Nevada","2001","45403","NV"
"647","Nevada","2002","44958","NV"
"648","Nevada","2003","45184","NV"
"649","Nevada","2004","47204","NV"
"650","Nevada","2005","48209","NV"
"651","Nevada","2006","52282","NV"
"652","Nevada","2007","54058","NV"
"653","Nevada","2008","54744","NV"
"654","Nevada","2009","51434","NV"
"655","Nevada","2010","51200","NV"
"656","Nevada","2011","47043","NV"
"657","Nevada","2012","47333","NV"
"658","Nevada","2013","45369","NV"
"659","Nevada","2013","51846","NV"
"660","Nevada","2014","49875","NV"
"661","Nevada","2015","52008","NV"
"662","Nevada","2016","55431","NV"
"663","Nevada","2017","56550","NV"
"664","Nevada","2017","58041","NV"
"665","Nevada","2018","61864","NV"
"666","Nevada","2019","70906","NV"
"667","Nevada","2020","60956","NV"
"668","New Hampshire","2000","50926","NH"
"669","New Hampshire","2001","51331","NH"
"670","New Hampshire","2002","55321","NH"
"671","New Hampshire","2003","55567","NH"
"672","New Hampshire","2004","56815","NH"
"673","New Hampshire","2005","56984","NH"
"674","New Hampshire","2006","61970","NH"
"675","New Hampshire","2007","67576","NH"
"676","New Hampshire","2008","66176","NH"
"677","New Hampshire","2009","64131","NH"
"678","New Hampshire","2010","66633","NH"
"679","New Hampshire","2011","65880","NH"
"680","New Hampshire","2012","67819","NH"
"681","New Hampshire","2013","71322","NH"
"682","New Hampshire","2013","69099","NH"
"683","New Hampshire","2014","73397","NH"
"684","New Hampshire","2015","75675","NH"
"685","New Hampshire","2016","76260","NH"
"686","New Hampshire","2017","74801","NH"
"687","New Hampshire","2017","75630","NH"
"688","New Hampshire","2018","81346","NH"
"689","New Hampshire","2019","86900","NH"
"690","New Hampshire","2020","88235","NH"
"691","New Jersey","2000","50405","NJ"
"692","New Jersey","2001","51771","NJ"
"693","New Jersey","2002","54568","NJ"
"694","New Jersey","2003","56045","NJ"
"695","New Jersey","2004","55275","NJ"
"696","New Jersey","2005","63368","NJ"
"697","New Jersey","2006","68059","NJ"
"698","New Jersey","2007","60508","NJ"
"699","New Jersey","2008","65306","NJ"
"700","New Jersey","2009","64777","NJ"
"701","New Jersey","2010","62968","NJ"
"702","New Jersey","2011","62338","NJ"
"703","New Jersey","2012","66692","NJ"
"704","New Jersey","2013","61782","NJ"
"705","New Jersey","2013","63754","NJ"
"706","New Jersey","2014","65243","NJ"
"707","New Jersey","2015","68357","NJ"
"708","New Jersey","2016","68468","NJ"
"709","New Jersey","2017","72997","NJ"
"710","New Jersey","2017","71240","NJ"
"711","New Jersey","2018","74176","NJ"
"712","New Jersey","2019","87726","NJ"
"713","New Jersey","2020","85239","NJ"
"714","New Mexico","2000","35093","NM"
"715","New Mexico","2001","33124","NM"
"716","New Mexico","2002","35457","NM"
"717","New Mexico","2003","35105","NM"
"718","New Mexico","2004","39562","NM"
"719","New Mexico","2005","38947","NM"
"720","New Mexico","2006","40028","NM"
"721","New Mexico","2007","44356","NM"
"722","New Mexico","2008","42102","NM"
"723","New Mexico","2009","43542","NM"
"724","New Mexico","2010","45134","NM"
"725","New Mexico","2011","41982","NM"
"726","New Mexico","2012","43424","NM"
"727","New Mexico","2013","42127","NM"
"728","New Mexico","2013","40166","NM"
"729","New Mexico","2014","46686","NM"
"730","New Mexico","2015","45119","NM"
"731","New Mexico","2016","48451","NM"
"732","New Mexico","2017","47855","NM"
"733","New Mexico","2017","45601","NM"
"734","New Mexico","2018","48283","NM"
"735","New Mexico","2019","53113","NM"
"736","New Mexico","2020","50822","NM"
"737","New York","2000","40744","NY"
"738","New York","2001","42114","NY"
"739","New York","2002","41966","NY"
"740","New York","2003","42788","NY"
"741","New York","2004","44649","NY"
"742","New York","2005","47176","NY"
"743","New York","2006","48222","NY"
"744","New York","2007","48944","NY"
"745","New York","2008","50461","NY"
"746","New York","2009","50216","NY"
"747","New York","2010","49781","NY"
"748","New York","2011","50636","NY"
"749","New York","2012","47680","NY"
"750","New York","2013","53843","NY"
"751","New York","2013","49966","NY"
"752","New York","2014","54310","NY"
"753","New York","2015","58005","NY"
"754","New York","2016","61437","NY"
"755","New York","2017","62447","NY"
"756","New York","2017","61543","NY"
"757","New York","2018","67274","NY"
"758","New York","2019","71855","NY"
"759","New York","2020","68304","NY"
"760","North Carolina","2000","38317","NC"
"761","North Carolina","2001","38162","NC"
"762","North Carolina","2002","36515","NC"
"763","North Carolina","2003","37279","NC"
"764","North Carolina","2004","40238","NC"
"765","North Carolina","2005","42056","NC"
"766","North Carolina","2006","39797","NC"
"767","North Carolina","2007","43513","NC"
"768","North Carolina","2008","42930","NC"
"769","North Carolina","2009","41906","NC"
"770","North Carolina","2010","43830","NC"
"771","North Carolina","2011","45206","NC"
"772","North Carolina","2012","41553","NC"
"773","North Carolina","2013","41208","NC"
"774","North Carolina","2013","46337","NC"
"775","North Carolina","2014","46784","NC"
"776","North Carolina","2015","50797","NC"
"777","North Carolina","2016","53764","NC"
"778","North Carolina","2017","50343","NC"
"779","North Carolina","2017","49547","NC"
"780","North Carolina","2018","53369","NC"
"781","North Carolina","2019","61159","NC"
"782","North Carolina","2020","60266","NC"
"783","North Dakota","2000","35996","ND"
"784","North Dakota","2001","35793","ND"
"785","North Dakota","2002","36200","ND"
"786","North Dakota","2003","40410","ND"
"787","North Dakota","2004","39220","ND"
"788","North Dakota","2005","42192","ND"
"789","North Dakota","2006","41047","ND"
"790","North Dakota","2007","47205","ND"
"791","North Dakota","2008","49631","ND"
"792","North Dakota","2009","50075","ND"
"793","North Dakota","2010","51006","ND"
"794","North Dakota","2011","56361","ND"
"795","North Dakota","2012","55766","ND"
"796","North Dakota","2013","52888","ND"
"797","North Dakota","2013","59152","ND"
"798","North Dakota","2014","60730","ND"
"799","North Dakota","2015","57415","ND"
"800","North Dakota","2016","60184","ND"
"801","North Dakota","2017","59886","ND"
"802","North Dakota","2017","60167","ND"
"803","North Dakota","2018","66505","ND"
"804","North Dakota","2019","70031","ND"
"805","North Dakota","2020","63657","ND"
"806","Ohio","2000","42962","OH"
"807","Ohio","2001","41785","OH"
"808","Ohio","2002","42684","OH"
"809","Ohio","2003","43520","OH"
"810","Ohio","2004","43055","OH"
"811","Ohio","2005","44203","OH"
"812","Ohio","2006","45900","OH"
"813","Ohio","2007","49099","OH"
"814","Ohio","2008","46934","OH"
"815","Ohio","2009","45879","OH"
"816","Ohio","2010","45886","OH"
"817","Ohio","2011","44648","OH"
"818","Ohio","2012","44375","OH"
"819","Ohio","2013","46398","OH"
"820","Ohio","2013","50748","OH"
"821","Ohio","2014","49644","OH"
"822","Ohio","2015","53301","OH"
"823","Ohio","2016","53985","OH"
"824","Ohio","2017","59768","OH"
"825","Ohio","2017","60688","OH"
"826","Ohio","2018","61633","OH"
"827","Ohio","2019","64663","OH"
"828","Ohio","2020","60110","OH"
"829","Oklahoma","2000","32432","OK"
"830","Oklahoma","2001","35609","OK"
"831","Oklahoma","2002","36458","OK"
"832","Oklahoma","2003","35902","OK"
"833","Oklahoma","2004","39614","OK"
"834","Oklahoma","2005","37645","OK"
"835","Oklahoma","2006","38838","OK"
"836","Oklahoma","2007","43216","OK"
"837","Oklahoma","2008","46111","OK"
"838","Oklahoma","2009","45878","OK"
"839","Oklahoma","2010","43103","OK"
"840","Oklahoma","2011","48455","OK"
"841","Oklahoma","2012","48407","OK"
"842","Oklahoma","2013","43777","OK"
"843","Oklahoma","2013","46162","OK"
"844","Oklahoma","2014","47199","OK"
"845","Oklahoma","2015","47077","OK"
"846","Oklahoma","2016","50943","OK"
"847","Oklahoma","2017","55006","OK"
"848","Oklahoma","2017","51882","OK"
"849","Oklahoma","2018","54434","OK"
"850","Oklahoma","2019","59397","OK"
"851","Oklahoma","2020","52341","OK"
"852","Oregon","2000","42499","OR"
"853","Oregon","2001","41273","OR"
"854","Oregon","2002","41802","OR"
"855","Oregon","2003","41638","OR"
"856","Oregon","2004","40994","OR"
"857","Oregon","2005","44159","OR"
"858","Oregon","2006","47091","OR"
"859","Oregon","2007","50236","OR"
"860","Oregon","2008","51727","OR"
"861","Oregon","2009","49098","OR"
"862","Oregon","2010","50602","OR"
"863","Oregon","2011","51526","OR"
"864","Oregon","2012","51775","OR"
"865","Oregon","2013","56307","OR"
"866","Oregon","2013","48999","OR"
"867","Oregon","2014","58875","OR"
"868","Oregon","2015","60834","OR"
"869","Oregon","2016","59135","OR"
"870","Oregon","2017","64610","OR"
"871","Oregon","2017","62498","OR"
"872","Oregon","2018","69165","OR"
"873","Oregon","2019","74413","OR"
"874","Oregon","2020","76554","OR"
"875","Pennsylvania","2000","42176","PA"
"876","Pennsylvania","2001","43499","PA"
"877","Pennsylvania","2002","42498","PA"
"878","Pennsylvania","2003","42933","PA"
"879","Pennsylvania","2004","44106","PA"
"880","Pennsylvania","2005","46300","PA"
"881","Pennsylvania","2006","48477","PA"
"882","Pennsylvania","2007","48437","PA"
"883","Pennsylvania","2008","51402","PA"
"884","Pennsylvania","2009","48172","PA"
"885","Pennsylvania","2010","48314","PA"
"886","Pennsylvania","2011","49910","PA"
"887","Pennsylvania","2012","51904","PA"
"888","Pennsylvania","2013","53952","PA"
"889","Pennsylvania","2013","55156","PA"
"890","Pennsylvania","2014","55173","PA"
"891","Pennsylvania","2015","60389","PA"
"892","Pennsylvania","2016","60979","PA"
"893","Pennsylvania","2017","63173","PA"
"894","Pennsylvania","2017","61285","PA"
"895","Pennsylvania","2018","64524","PA"
"896","Pennsylvania","2019","70582","PA"
"897","Pennsylvania","2020","70117","PA"
"898","Rhode Island","2000","42197","RI"
"899","Rhode Island","2001","45723","RI"
"900","Rhode Island","2002","42417","RI"
"901","Rhode Island","2003","44711","RI"
"902","Rhode Island","2004","47935","RI"
"903","Rhode Island","2005","49484","RI"
"904","Rhode Island","2006","53736","RI"
"905","Rhode Island","2007","54210","RI"
"906","Rhode Island","2008","53241","RI"
"907","Rhode Island","2009","51634","RI"
"908","Rhode Island","2010","51623","RI"
"909","Rhode Island","2011","49033","RI"
"910","Rhode Island","2012","56065","RI"
"911","Rhode Island","2013","57812","RI"
"912","Rhode Island","2013","56323","RI"
"913","Rhode Island","2014","58633","RI"
"914","Rhode Island","2015","55701","RI"
"915","Rhode Island","2016","61528","RI"
"916","Rhode Island","2017","66390","RI"
"917","Rhode Island","2017","65401","RI"
"918","Rhode Island","2018","62266","RI"
"919","Rhode Island","2019","70151","RI"
"920","Rhode Island","2020","80012","RI"
"921","South Carolina","2000","37570","SC"
"922","South Carolina","2001","37736","SC"
"923","South Carolina","2002","37812","SC"
"924","South Carolina","2003","38479","SC"
"925","South Carolina","2004","38691","SC"
"926","South Carolina","2005","40230","SC"
"927","South Carolina","2006","39617","SC"
"928","South Carolina","2007","44213","SC"
"929","South Carolina","2008","42155","SC"
"930","South Carolina","2009","41101","SC"
"931","South Carolina","2010","41698","SC"
"932","South Carolina","2011","40084","SC"
"933","South Carolina","2012","44401","SC"
"934","South Carolina","2013","43749","SC"
"935","South Carolina","2013","43563","SC"
"936","South Carolina","2014","44929","SC"
"937","South Carolina","2015","46360","SC"
"938","South Carolina","2016","54336","SC"
"939","South Carolina","2017","54971","SC"
"940","South Carolina","2017","54537","SC"
"941","South Carolina","2018","57444","SC"
"942","South Carolina","2019","62028","SC"
"943","South Carolina","2020","60097","SC"
"944","South Dakota","2000","36475","SD"
"945","South Dakota","2001","39671","SD"
"946","South Dakota","2002","37873","SD"
"947","South Dakota","2003","39522","SD"
"948","South Dakota","2004","41107","SD"
"949","South Dakota","2005","43151","SD"
"950","South Dakota","2006","45427","SD"
"951","South Dakota","2007","46418","SD"
"952","South Dakota","2008","51600","SD"
"953","South Dakota","2009","45826","SD"
"954","South Dakota","2010","45352","SD"
"955","South Dakota","2011","47223","SD"
"956","South Dakota","2012","49415","SD"
"957","South Dakota","2013","54453","SD"
"958","South Dakota","2013","53413","SD"
"959","South Dakota","2014","53053","SD"
"960","South Dakota","2015","55065","SD"
"961","South Dakota","2016","57450","SD"
"962","South Dakota","2017","56894","SD"
"963","South Dakota","2017","56914","SD"
"964","South Dakota","2018","59463","SD"
"965","South Dakota","2019","64255","SD"
"966","South Dakota","2020","69787","SD"
"967","Tennessee","2000","34096","TN"
"968","Tennessee","2001","35783","TN"
"969","Tennessee","2002","37030","TN"
"970","Tennessee","2003","37523","TN"
"971","Tennessee","2004","38072","TN"
"972","Tennessee","2005","39406","TN"
"973","Tennessee","2006","40693","TN"
"974","Tennessee","2007","41195","TN"
"975","Tennessee","2008","39702","TN"
"976","Tennessee","2009","40517","TN"
"977","Tennessee","2010","38591","TN"
"978","Tennessee","2011","42279","TN"
"979","Tennessee","2012","42995","TN"
"980","Tennessee","2013","42499","TN"
"981","Tennessee","2013","43361","TN"
"982","Tennessee","2014","43716","TN"
"983","Tennessee","2015","47330","TN"
"984","Tennessee","2016","51344","TN"
"985","Tennessee","2017","55240","TN"
"986","Tennessee","2017","55306","TN"
"987","Tennessee","2018","56060","TN"
"988","Tennessee","2019","56627","TN"
"989","Tennessee","2020","54665","TN"
"990","Texas","2000","38609","TX"
"991","Texas","2001","40860","TX"
"992","Texas","2002","40149","TX"
"993","Texas","2003","39271","TX"
"994","Texas","2004","41397","TX"
"995","Texas","2005","41422","TX"
"996","Texas","2006","43307","TX"
"997","Texas","2007","46053","TX"
"998","Texas","2008","46490","TX"
"999","Texas","2009","47475","TX"
"1000","Texas","2010","47266","TX"
"1001","Texas","2011","49047","TX"
"1002","Texas","2012","51926","TX"
"1003","Texas","2013","53027","TX"
"1004","Texas","2013","51406","TX"
"1005","Texas","2014","53875","TX"
"1006","Texas","2015","56473","TX"
"1007","Texas","2016","58146","TX"
"1008","Texas","2017","59295","TX"
"1009","Texas","2017","60092","TX"
"1010","Texas","2018","59785","TX"
"1011","Texas","2019","67444","TX"
"1012","Texas","2020","68093","TX"
"1013","United States","2000","41990",NA
"1014","United States","2001","42228",NA
"1015","United States","2002","42409",NA
"1016","United States","2003","43318",NA
"1017","United States","2004","44334",NA
"1018","United States","2005","46326",NA
"1019","United States","2006","48201",NA
"1020","United States","2007","50233",NA
"1021","United States","2008","50303",NA
"1022","United States","2009","49777",NA
"1023","United States","2010","49276",NA
"1024","United States","2011","50054",NA
"1025","United States","2012","51017",NA
"1026","United States","2013","51939",NA
"1027","United States","2013","53585",NA
"1028","United States","2014","53657",NA
"1029","United States","2015","56516",NA
"1030","United States","2016","59039",NA
"1031","United States","2017","61372",NA
"1032","United States","2017","61136",NA
"1033","United States","2018","63179",NA
"1034","United States","2019","68703",NA
"1035","United States","2020","67521",NA
"1036","Utah","2000","47550","UT"
"1037","Utah","2001","47342","UT"
"1038","Utah","2002","47861","UT"
"1039","Utah","2003","49275","UT"
"1040","Utah","2004","50871","UT"
"1041","Utah","2005","54813","UT"
"1042","Utah","2006","54628","UT"
"1043","Utah","2007","53529","UT"
"1044","Utah","2008","62537","UT"
"1045","Utah","2009","58491","UT"
"1046","Utah","2010","56701","UT"
"1047","Utah","2011","55493","UT"
"1048","Utah","2012","58341","UT"
"1049","Utah","2013","62967","UT"
"1050","Utah","2013","61047","UT"
"1051","Utah","2014","63383","UT"
"1052","Utah","2015","66258","UT"
"1053","Utah","2016","67481","UT"
"1054","Utah","2017","71319","UT"
"1055","Utah","2017","69789","UT"
"1056","Utah","2018","77067","UT"
"1057","Utah","2019","84523","UT"
"1058","Utah","2020","83670","UT"
"1059","Vermont","2000","39594","VT"
"1060","Vermont","2001","40794","VT"
"1061","Vermont","2002","42999","VT"
"1062","Vermont","2003","43261","VT"
"1063","Vermont","2004","47329","VT"
"1064","Vermont","2005","50704","VT"
"1065","Vermont","2006","51981","VT"
"1066","Vermont","2007","47390","VT"
"1067","Vermont","2008","50706","VT"
"1068","Vermont","2009","52318","VT"
"1069","Vermont","2010","55928","VT"
"1070","Vermont","2011","51862","VT"
"1071","Vermont","2012","55582","VT"
"1072","Vermont","2013","54842","VT"
"1073","Vermont","2013","65513","VT"
"1074","Vermont","2014","60708","VT"
"1075","Vermont","2015","59494","VT"
"1076","Vermont","2016","60837","VT"
"1077","Vermont","2017","63805","VT"
"1078","Vermont","2017","63682","VT"
"1079","Vermont","2018","70066","VT"
"1080","Vermont","2019","74305","VT"
"1081","Vermont","2020","66902","VT"
"1082","Virginia","2000","47163","VA"
"1083","Virginia","2001","50241","VA"
"1084","Virginia","2002","49631","VA"
"1085","Virginia","2003","54783","VA"
"1086","Virginia","2004","51141","VA"
"1087","Virginia","2005","51914","VA"
"1088","Virginia","2006","57119","VA"
"1089","Virginia","2007","59161","VA"
"1090","Virginia","2008","61985","VA"
"1091","Virginia","2009","60501","VA"
"1092","Virginia","2010","60367","VA"
"1093","Virginia","2011","62616","VA"
"1094","Virginia","2012","64632","VA"
"1095","Virginia","2013","67620","VA"
"1096","Virginia","2013","65907","VA"
"1097","Virginia","2014","66155","VA"
"1098","Virginia","2015","61486","VA"
"1099","Virginia","2016","66451","VA"
"1100","Virginia","2017","71293","VA"
"1101","Virginia","2017","70811","VA"
"1102","Virginia","2018","77151","VA"
"1103","Virginia","2019","81313","VA"
"1104","Virginia","2020","81947","VA"
"1105","Washington","2000","42525","WA"
"1106","Washington","2001","42490","WA"
"1107","Washington","2002","45183","WA"
"1108","Washington","2003","47508","WA"
"1109","Washington","2004","49922","WA"
"1110","Washington","2005","50646","WA"
"1111","Washington","2006","54723","WA"
"1112","Washington","2007","58080","WA"
"1113","Washington","2008","56631","WA"
"1114","Washington","2009","60392","WA"
"1115","Washington","2010","56163","WA"
"1116","Washington","2011","56850","WA"
"1117","Washington","2012","62187","WA"
"1118","Washington","2013","60106","WA"
"1119","Washington","2013","63922","WA"
"1120","Washington","2014","59068","WA"
"1121","Washington","2015","67243","WA"
"1122","Washington","2016","70310","WA"
"1123","Washington","2017","75418","WA"
"1124","Washington","2017","71540","WA"
"1125","Washington","2018","79726","WA"
"1126","Washington","2019","82454","WA"
"1127","Washington","2020","81083","WA"
"1128","West Virginia","2000","29411","WV"
"1129","West Virginia","2001","29673","WV"
"1130","West Virginia","2002","29359","WV"
"1131","West Virginia","2003","32763","WV"
"1132","West Virginia","2004","33373","WV"
"1133","West Virginia","2005","36445","WV"
"1134","West Virginia","2006","38419","WV"
"1135","West Virginia","2007","42091","WV"
"1136","West Virginia","2008","37994","WV"
"1137","West Virginia","2009","40490","WV"
"1138","West Virginia","2010","42777","WV"
"1139","West Virginia","2011","41821","WV"
"1140","West Virginia","2012","43553","WV"
"1141","West Virginia","2013","40241","WV"
"1142","West Virginia","2013","43069","WV"
"1143","West Virginia","2014","39552","WV"
"1144","West Virginia","2015","42824","WV"
"1145","West Virginia","2016","44354","WV"
"1146","West Virginia","2017","45392","WV"
"1147","West Virginia","2017","46957","WV"
"1148","West Virginia","2018","50573","WV"
"1149","West Virginia","2019","53706","WV"
"1150","West Virginia","2020","51615","WV"
"1151","Wisconsin","2000","45088","WI"
"1152","Wisconsin","2001","45346","WI"
"1153","Wisconsin","2002","45903","WI"
"1154","Wisconsin","2003","46269","WI"
"1155","Wisconsin","2004","45732","WI"
"1156","Wisconsin","2005","44650","WI"
"1157","Wisconsin","2006","51692","WI"
"1158","Wisconsin","2007","51277","WI"
"1159","Wisconsin","2008","51200","WI"
"1160","Wisconsin","2009","51237","WI"
"1161","Wisconsin","2010","50351","WI"
"1162","Wisconsin","2011","52058","WI"
"1163","Wisconsin","2012","53079","WI"
"1164","Wisconsin","2013","55258","WI"
"1165","Wisconsin","2013","51726","WI"
"1166","Wisconsin","2014","58080","WI"
"1167","Wisconsin","2015","55425","WI"
"1168","Wisconsin","2016","59817","WI"
"1169","Wisconsin","2017","63451","WI"
"1170","Wisconsin","2017","63482","WI"
"1171","Wisconsin","2018","62629","WI"
"1172","Wisconsin","2019","67355","WI"
"1173","Wisconsin","2020","67094","WI"
"1174","Wyoming","2000","39629","WY"
"1175","Wyoming","2001","39719","WY"
"1176","Wyoming","2002","39763","WY"
"1177","Wyoming","2003","42555","WY"
"1178","Wyoming","2004","45397","WY"
"1179","Wyoming","2005","44718","WY"
"1180","Wyoming","2006","47041","WY"
"1181","Wyoming","2007","48744","WY"
"1182","Wyoming","2008","53337","WY"
"1183","Wyoming","2009","52470","WY"
"1184","Wyoming","2010","52201","WY"
"1185","Wyoming","2011","54509","WY"
"1186","Wyoming","2012","57512","WY"
"1187","Wyoming","2013","55700","WY"
"1188","Wyoming","2013","67441","WY"
"1189","Wyoming","2014","55690","WY"
"1190","Wyoming","2015","60925","WY"
"1191","Wyoming","2016","57829","WY"
"1192","Wyoming","2017","57837","WY"
"1193","Wyoming","2017","59536","WY"
"1194","Wyoming","2018","62539","WY"
"1195","Wyoming","2019","65134","WY"
"1196","Wyoming","2020","65108","WY"
